ImageID,Labels,Caption
13757.jpg,1,He is skateboarding in the indoor arena tonight.
29957.jpg,9 1,a group of people half in the water dressed in bathing suits and the other half standing next to a boat
29005.jpg,1 4,There is a woman smiling on a motorcycle.
18763.jpg,1 3 15,The wooden bench has rusted metal support bars.
3382.jpg,1 4,A man riding a motorcycle up a dirt hill.
29139.jpg,1,A male tennis playing returning a shot during a match
14104.jpg,1,A child holds a piece of pizza up to her face.
19342.jpg,1,A teddy bear sitting at a table with a bottle and a bucket of flowers.
22463.jpg,5,A propellor airplane is in the air over oil rigs.
19082.jpg,9,A large group of swan boats on the water.
16117.jpg,7,A foggy train station with parked train and signals.
428.jpg,1 19,Some people are going out to have a good time.
10508.jpg,1,This is a scene of kids playing a youth league baseball game.
23103.jpg,1 19,A close-up of two men wearing hats standing next to horses.
624.jpg,1,A pretty woman holding an umbrella with a brown handle.
15495.jpg,1 15,A man sitting on a blue wrought iron bench.
26240.jpg,1 10 3,A young man walking up a hill carrying a snow board.
1138.jpg,8 1 3,Two people looking at a cell phone in a train
9978.jpg,1,a child poses for a picture next to a small elephant.
28802.jpg,1,A surfer riding a wave in the ocean
28153.jpg,1,a male in a white shirt a clock and some books
4408.jpg,1,a group of people standing on a lush green field flying kites.
17122.jpg,1 9,a group of people sitting on a boat in the water
10352.jpg,1,A small girl lays in her toddler bed.
22401.jpg,1 2,Three people under a tent posing for a picture.
16442.jpg,1,Two surfers prepare to ride a wave in the ocean.
26506.jpg,9 1,Filtered photograph of boat and person windsurfing in ocean.
2885.jpg,1 2 3,A black car is near someone riding a bike.
24702.jpg,1 4,many people riding motorcycles at night on a city street
7500.jpg,1,A couple of women standing on top of a snow covered sky slope.
2683.jpg,8,A gray truck parked outside of a building.
23495.jpg,10,A traffic light with a street sigh hanging from it's sides.
17174.jpg,1 2 3,a group of people standing outside of a hot dog stand
11671.jpg,1,A man sitting at a restaurant with large flat breads.
9898.jpg,5,A small propeller airplane sitting inside of a hangar.
6217.jpg,1 15,The two men in black shorts are competing during a Frisbee game.
18820.jpg,1,An elephant standing next to a wooden fence.
23192.jpg,8 1 18,some children are in a yard and one has a dog on a leash
23680.jpg,1,a close up of two people posing for a photo
5552.jpg,1,A man standing on top of a tennis court holding a racquet.
738.jpg,1,A man riding a white surfboard on a wave in the ocean.
12607.jpg,1 4,A man driving a scooter with two women sitting on the back of it.
18468.jpg,17,A cat sitting on an organ looking out a window
12588.jpg,1,The surf board is being held vertically over the water.
7071.jpg,3 1 19,A woman with a helmet on sitting on a horse.
1710.jpg,18,A series of pictures with dogs in different poses on different landscapes.
3508.jpg,17,a close up of a cat near a sheep on the ground
17394.jpg,1,A group of people in a room sitting on couches and a chair.
29048.jpg,1 3,A full view of a city with cars and people on the street.
26111.jpg,8 1 2 3,there is a tent up outside of a small trailer
27219.jpg,1,A young woman holding a sandwich poses for a picture beside a young man who is trying to bite her sandwich.
18342.jpg,1 15,Black and white old fashioned photo of a young man pulling a cow.
12051.jpg,7,A train running on a track near an empty platform.
15989.jpg,1,Some on had their feet on the desk where  the computer is.
20493.jpg,1 4,Plaza full of Asian people in a market full of things to buy.
27409.jpg,1 15,A man trying to fly a large kite in a brown field
10778.jpg,17,A black cat sits next to a wooden crate holding fruit and vegetables.
28845.jpg,17,A cat sitting on the floor of the drivers side of a car.
16848.jpg,8 3,A couple of cop cars pulling over a delivery truck.
733.jpg,17,there is a cat that is looking out of the window
8732.jpg,1,the sun shining down on the snow skiers
20126.jpg,1,A woman in a yellow dress holding a tennis racquet.
10088.jpg,1,A person that is holding doughnuts on a white paper.
13743.jpg,1,A teddy bear is sitting in a chair near a fountain.
18844.jpg,1,four people in costume near a body of water
20246.jpg,1 6 7,A bus pulling in to a train station with waiting people
10773.jpg,11 1 10 3,A group of people playing tennis on a street.
8953.jpg,16 1,a woman sitting at a table on an laptop
20204.jpg,1,A man in shirt and tie smiling with glasses.
7781.jpg,1 2,Three people check on a number of bicycles in a showroom
11092.jpg,1,At the picture is a scene of an outside town.
19828.jpg,7,A row of parked trains sitting on top of train tracks.
11324.jpg,1,A hand holding a glass of alcohol in the snow.
4970.jpg,13,A red stop sign sitting on the side of a street.
12621.jpg,9,A lot of boats that are in the water.
8247.jpg,9,There is a boat in the middle of the glistening water.
18223.jpg,17 3,A black and white photo of a cat sleeping on a car.
2904.jpg,1 3,A teenager riding a skateboard on a ramp in a front yard.
28501.jpg,19,A horse standing on a beach near the ocean.
12844.jpg,1,a number of people on a baseball field
6070.jpg,1 13,A man leaning up against a stop sign.
29212.jpg,1,A baseball player swinging a bat on a field.
3698.jpg,1 3,a child practicing his bating in a batting cage
17763.jpg,16 17 1,Two cats watching a bird pick up a piece of paper.
1912.jpg,1,A man holding a surfboard on the beach next to a drainage pipe.
6401.jpg,2 3,A bike parked on the side of a street with a trunk on back of it.
4475.jpg,1,A woman standing in a kitchen with a smile on her face.
17697.jpg,3 7,Elevated view of a city passenger train stopped at a platform.
22927.jpg,1 3 13,a closeup of a stop sign with a man standing beneath it
8345.jpg,1 9,A girl wearing a woven placemat like cloak is sitting on a boat and eating an sandwich.
7683.jpg,1,A woman standing by some suitcases in a room.
17978.jpg,1,A man lighting candles on a cake while a lady with a glass of wine and a child look on.
14302.jpg,1 3 7 8 13,A train on its tracks with the lights on coming through town
3263.jpg,1,A woman is preparing to hit a tennis ball with a tennis racket.
14455.jpg,1,A baby sitting on a toilet in the bathroom.
16984.jpg,1,There is a man that is playing tennis on the tennis court
4978.jpg,1,The older couple is enjoying their ski trip.
24020.jpg,8 1 3,An older woman is holding a tennis racket in an indoor area.
18351.jpg,1,A man is jumping his skateboard off a ramp.
20348.jpg,8 3,A group of trucks sitting on top of a dirt field.
4229.jpg,1,there are two baseball players shaking hands on the field
5219.jpg,1,A crowd of people holding up brown teddy bears.
21538.jpg,18 4,A dog wearing a leather jacket on a motorcyle.
7603.jpg,1,Small child waiting for his piece of birthday cake.
1427.jpg,10 3,A yellow car driving towards a pink wall with the word Onanism on it.
18212.jpg,1,Black and white picture of two women in early twentieth century dress.
12793.jpg,1,A bald headed man wearing a pink neck tie.
12379.jpg,1 2,A man riding a skateboard on top of cement steps.
13251.jpg,1,Man smiles at camera with two young boys
26607.jpg,18 3,A dog with white matted fur walks on a street.
24216.jpg,9,A bunch of boats that are sitting in the water.
15761.jpg,1,A baby sleeping in a bed next to a teddy bear.
8472.jpg,8 1 2 6,a person on a bicycle in the street next to a bus.
16384.jpg,1,A man riding a skateboard through orange cones.
22407.jpg,14 15,An empty patio with patio tables at a park.
8052.jpg,1 4 13,Motorcycles are lined up going down the street.
9286.jpg,1,A person wearing a red beanie and a yellow and red scarf.
27166.jpg,1,a woman is standing behind a man inside
26082.jpg,1,A red dolly and a man are in  a medium sized kitchen.
19700.jpg,5,A large commercial passenger jet flying in the air.
16955.jpg,1,A white plate topped with pieces of food.
2041.jpg,1,A man laying on a couch with a baby in his arms.
9403.jpg,1,An asian couple laughing with a beer in hand.
11880.jpg,8 1 5 6,A bus with shining rear lights moving across a parking lot.
2907.jpg,1 4,A crowd of motorbike enthusiasts gathered around parked motorcycles.
9199.jpg,1 3,A man wearing white is holding a tennis racket.
16544.jpg,8 1,A woman walking down a street holding up an umbrella.
19087.jpg,1,Four young men stand in a circle with one of them on a skateboard.
25643.jpg,1,A male standing with his skateboard under his arm.
1660.jpg,1,An older woman holding a Nintendo Wii game controller.
7318.jpg,1,a person riding a surf board in the water
29334.jpg,17,A cat sits by the window staring outside at the falling snowflakes.
17308.jpg,1,Three men in suits looking at an I-Pad.
29556.jpg,8 1 3 5,A large jet sitting on top of an airport.
24339.jpg,1 3,A woman wearing a tan cap and glasses holds a baseball bat on her shoulder.
21679.jpg,1,A strip of photos with a guy putting something in his mouth
4982.jpg,1,"A market with grape, kiwi, apples, peaches, cantaloupe and a pumpkin."
19410.jpg,8 4,A silver truck with a large horse trailer attached to it.
28422.jpg,15,A white bench sits outside a white building.
16261.jpg,8 2 3 4,A bicycle parked next to a motorcycle next to a street.
27430.jpg,1,An individual is gotten in the quiet of the picture.
4985.jpg,1,A pile of boxes topped with ripe bananas.
12084.jpg,16,"A large clock with ""orioles"" written above it."
12746.jpg,1,Two computer monitors sitting next to each other.
21583.jpg,8 1,A man standing next to a bag of luggage.
896.jpg,1,A group of people stand near an outdoor table display.
1684.jpg,1 3 4 8 10,A group of cars sitting on top of a paved parking lot.
16499.jpg,1,A woman is bouncing a tennis ball with a racket.
15855.jpg,1,A farmers market filled with lots of different fruits.
11193.jpg,7,a train on a train track with plant life on either side of the tracks
22454.jpg,1 19,A pretty young lady petting a brown horse
1487.jpg,18,A messy room and a room after it has been cleaned with a dog sleeping in it.
10782.jpg,1,A man flying through the air while riding a skateboard.
27323.jpg,1 18,The woman prepares to throw a stick for the dog.
18789.jpg,1,A man flying through the air while riding a skateboard.
14407.jpg,1,A group of people sit at a restaurant table.
10242.jpg,1 9,a man getting pulled while he is inside a body of water
23399.jpg,1,A hand holding a piece of a banana over a cup of milk.
24152.jpg,2 6 7,The red bike and the pink bike just started dating
21058.jpg,1 19,The rider of the black horse is wearing a number.
20924.jpg,1 3 15,Two children dining at a table inside of a tent.
6347.jpg,1,A person laying on  abed with their feet up
26939.jpg,1,A baby holding a cell phone inside of it's mouth.
23834.jpg,1 15,A couple of women sitting down together eating food.
5428.jpg,1,A chef in a kitchen plating a bunch of food
23309.jpg,1 19,A horse wears a decorative headpiece on a city street.
11559.jpg,1,A man carrying a surfboard down the side of a hill.
5641.jpg,1 15,A woman with a cell phone standing by a bench with people.
18382.jpg,1,The person is finishing up their food at the table.
5721.jpg,1 3,A person in a green vest is holding a slow down sign.
10243.jpg,1,A bowl of soup is sitting on a table.
12463.jpg,4 15,A motorcycle sitting in a parking lot next to a bench.
14118.jpg,1 4,a motorcycle that is parked next to a street
18838.jpg,17 15,a black cat sitting on top of a green park bench.
21688.jpg,17,A cat looking up while wearing a backpack.
3483.jpg,1,A group of four people playing a video game.
11375.jpg,1,Two men standing together in a classroom with a couch.
21643.jpg,1,A man in glasses and sweater holding a cellphone to his ear.
17598.jpg,1,A lady on the beach with a colorful umbrella.
28280.jpg,1 15,A young boy playing baseball swinging as the batter.
25201.jpg,1,A christmas tree ornament fashioned to look like baseball player.
3230.jpg,1,A softball player has their leg in the air.
2476.jpg,1,Five young ladies smiling for the camera are about to have a pizza party.
21806.jpg,16,SEAGULLS FLYING ABOVE THE SAND AT THE BEACH.
26899.jpg,1,Two men talk while holding something to a table.
9427.jpg,18,A dog laying with a cute stuffed bear.
19137.jpg,1,A cross country skier makes his way up the slope.
15280.jpg,8 1 10,A band walking down the street with a military truck
13677.jpg,1 3 4,A motorcycle that is on the side of the street.
17599.jpg,1 7,A locomotive train sitting in a field by a dirt pile.
644.jpg,9 18 1,THERE IS A DOG SITTING ON THE GROUND
